"","condominiumIndicator","communityRatingSystemDiscount","dateOfLoss","elevatedBuildingIndicator","latitude","longitude","locationOfContents","lowestFloorElevation","numberOfFloorsInTheInsuredBuilding","occupancyType","primaryResidence","totalAmount","totalCoverage"
"48930","0","1",1986-02-18,"0",38.5,-122.9,"2",0,"2","2","0",5300,84500
"48931","0","1",1986-02-17,"0",38.5,-123,"2",0,"2","2","0",549,45000
"48936","0","1",1981-12-20,"0",38.5,-123,"2",0,"2","3","0",15000,15000
"48937","0","1",1982-01-04,"0",38.5,-123,"2",0,"2","3","0",12541.13,15000
"48938","0","1",1981-12-20,"0",38.5,-123,"2",0,"3","1","0",7270,8500
"48940","0","1",1981-12-19,"0",38.5,-123,"2",0,"2","2","0",3429.5,40000
"48941","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","2","0",4426.5,40000
"48942","0","1",1986-02-17,"0",37.8,-122.4,"1",0,"3","2","0",10500,94100
"48945","0","1",1981-12-21,"0",38.5,-123,"1",0,"1","2","0",1079.9,45000
"48946","0","1",1986-02-16,"0",38.5,-123,"1",0,"3","2","0",5155.11,73000
"48947","0","1",1981-12-18,"0",38.5,-123,"3",0,"3","1","0",2760.08,50000
"48952","0","1",1986-02-14,"0",38.5,-123,"2",0,"2","2","0",2858.25,35000
"48953","0","1",1981-12-18,"0",38.5,-123,"2",0,"2","2","0",1208,35000
"48957","0","1",1986-02-14,"0",38.5,-123,"2",0,"2","2","0",2733,35000
"48958","0","1",1986-02-18,"0",38.5,-123,"1",0,"3","2","0",4885.65,16300
"48959","0","1",1986-02-18,"0",38.5,-123,"3",0,"3","2","0",2939.7,49000
"48960","0","1",1983-01-27,"0",38.5,-123,"3",0,"3","2","0",2543,45000
"48961","0","1",1986-02-15,"0",38.5,-123,"3",0,"3","2","0",10000,45000
"48963","0","1",1986-02-15,"0",38.5,-123,"3",0,"1","2","0",7215.79,66000
"48965","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","2","0",2600,13600
"48969","0","1",1986-02-18,"0",38.5,-123,"3",0,"3","1","0",3013.5,15000
"48974","0","1",1981-12-20,"0",38.5,-123,"2",0,"2","3","0",13580.63,15500
"48977","0","1",1986-02-14,"0",38.5,-123,"3",0,"3","2","0",2100,24100
"48980","0","1",1986-02-15,"0",38.5,-123,"3",0,"1","2","0",3128,45000
"48981","0","1",1981-12-20,"0",38.5,-123,"2",0,"2","3","0",3000,3000
"48982","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","3","0",3000,3000
"48983","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",3200,3200
"48984","0","1",1981-12-20,"0",38.5,-123,"3",0,"3","3","0",5000,5000
"48986","0","1",1981-12-20,"0",38.5,-123,"3",0,"3","1","0",157.6,20000
"48987","0","1",1983-01-27,"0",38.5,-123,"3",0,"3","1","0",5300,21800
"48988","0","1",1986-02-17,"0",38.5,-122.9,"2",0,"2","2","0",5900,52500
"48989","0","1",1981-12-19,"0",38.5,-123,"2",0,"1","1","0",6000,6000
"48992","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",507.5,7000
"48993","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",2362,21000
"48995","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",1000,7000
"48997","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",1000,7000
"49001","0","1",1981-12-19,"0",38.5,-123,"2",0,"2","3","0",2559.97,60000
"49002","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","3","0",44805,63000
"49003","0","1",1986-02-15,"0",38.5,-123,"2",0,"2","3","0",69500,69500
"49004","0","1",1981-12-20,"0",38.5,-123,"3",0,"1","1","0",50,36000
"49007","0","1",1981-12-20,"0",38.5,-122.9,"3",0,"3","2","0",5102,45000
"49008","0","1",1981-12-20,"0",38.5,-123,"2",0,"3","3","0",4029.38,6000
"49010","0","1",1981-12-20,"0",38.5,-123,"2",0,"2","3","0",25000,25000
"49011","0","1",1981-12-20,"0",38.5,-123,"2",0,"2","3","0",5000,12400
"49014","0","1",1986-02-17,"0",38.5,-123,"2",0,"2","3","0",1380,12400
"49015","0","1",1981-12-20,"0",38.5,-122.9,"2",0,"2","2","0",2554.43,25000
"49016","0","1",1982-01-04,"0",38.5,-123,"1",0,"3","3","0",5000,5000
"49018","0","1",1982-01-04,"0",38.3,-123,"2",0,"2","2","0",1000,7500
"49020","0","1",1995-01-10,"0",38.5,-122.9,"1",0,"3","2","1",20800,74500
"49021","0","1",1997-01-05,"0",38.5,-122.9,"1",0,"3","2","1",2000,74500
"49022","0","1",1983-01-27,"0",38.4,-122.9,"2",0,"2","2","0",2866,21500
"49023","0","1",1983-01-27,"0",38.5,-122.9,"1",0,"3","2","0",3304,20000
"49025","0","1",1982-02-15,"0",38.5,-123,"2",0,"2","2","0",2260.06,6000
"49026","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","2","0",3717.63,12600
"49027","0","1",1986-02-18,"0",38.5,-123,"1",0,"3","2","0",12200,63500
"49029","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","2","0",3000,13000
"49031","0","1",1983-01-23,"0",38.4,-122.9,"1",0,"1","2","0",3857.82,97000
"49034","0","1",1995-01-09,"0",38.5,-123,"2",0,"2","2","0",2034.12,56500
"49036","0","1",1983-01-27,"1",38.5,-122.9,"1",0,"3","2","0",845,29600
"49038","0","1",1986-02-18,"0",38.5,-123,"3",0,"1","2","0",1100,52400
"49039","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","3","0",1842.06,127000
"49040","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","3","0",3435.08,62600
"49041","0","1",1983-01-27,"0",38.5,-123,"3",0,"3","3","0",13359.88,130600
"49043","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","3","0",1224.01,57800
"49046","0","1",1983-01-27,"0",38.5,-123,"3",0,"3","2","0",3250.61,19600
"49049","0","1",1986-02-15,"0",38.5,-122.9,"2",0,"2","2","0",5000,25000
"49056","0","1",1983-01-27,"0",38.5,-122.9,"2",0,"2","2","0",3255,15300
"49057","0","1",1986-02-17,"0",38.5,-123,"2",0,"2","2","0",10500,49000
"49058","0","1",1995-01-09,"0",38.5,-123,"1",0,"1","2","0",27482.24,245000
"49059","0","1",1983-01-27,"0",38.4,-122.9,"2",0,"2","2","0",1967.9,64000
"49063","0","1",1986-02-17,"0",38.5,-122.9,"1",0,"3","2","0",5300,10800
"49065","0","1",1983-01-27,"0",38.5,-123,"2",0,"3","1","0",455,15000
"49067","0","1",1983-01-27,"0",38.4,-123,"2",0,"2","2","0",664.95,17500
"49068","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","3","0",10156.76,15000
"49069","0","1",1983-03-01,"0",38.5,-123,"2",0,"2","3","0",2968.2,15000
"49070","0","1",1986-02-18,"0",38.5,-123,"3",0,"3","2","0",4431,49000
"49071","0","1",1986-02-13,"0",38.5,-123,"3",0,"3","2","0",2100,10900
"49072","0","1",1983-01-27,"0",38.5,-122.9,"3",0,"3","2","0",3399.32,52000
"49073","0","1",1983-01-27,"0",38.6,-122.8,"1",0,"3","2","0",1226,45000
"49074","0","1",1986-02-16,"0",38.6,-122.8,"1",0,"3","2","0",2663.63,53400
"49077","0","1",1995-01-10,"0",38.5,-123,"1",0,"3","2","1",956.25,70000
"49081","0","1",1983-02-28,"0",38.5,-123,"2",0,"3","3","0",2335.5,150000
"49083","0","1",1983-01-27,"0",38.5,-123,"3",0,"3","3","0",9992,20000
"49084","0","1",1986-02-18,"0",38.5,-123,"3",0,"3","3","0",21000,21000
"49085","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","2","0",11060.5,20000
"49086","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","2","0",17740.4,21000
"49087","0","1",1986-02-17,"0",38.5,-123,"1",0,"1","2","0",6200,85000
"49088","0","1",2019-02-26,"1",38.6,-122.8,"1",0,"3","2","1",48627.48,350000
"49090","0","1",2017-01-07,"0",38.5,-123,"3",0,"3","2","0",770.63,40000
"49092","0","1",2019-02-14,"0",38.5,-123,"2",0,"2","2","0",23230.59,201800
"49095","0","1",2019-02-27,"0",38.5,-123,"1",0,"1","2","0",2591.6,44400
"49104","0","1",2019-02-27,"0",38.5,-122.9,"2",0,"2","2","0",12900,47900
"49106","0","1",2006-01-01,"0",38.5,-122.9,"2",0,"2","2","0",6800,10300
"49108","0","1",2019-02-27,"0",38.5,-122.9,"2",0,"2","2","0",1611.89,73600
"49110","0","1",2006-01-01,"1",38.5,-122.9,"3",0,"3","2","0",1320.85,47400
"49111","0","1",2005-12-31,"1",38.5,-122.9,"2",0,"2","2","1",1273.81,107100
"49112","0","1",2017-01-10,"1",38.5,-123,"2",0,"3","2","0",3200.73,16200
"49113","0","1",2019-02-26,"1",38.5,-123,"2",0,"3","2","0",7100,17400
"49116","0","1",2019-03-01,"1",38.5,-123,"1",0,"3","2","0",869.38,26700
"49129","0","1",2006-01-01,"1",38.5,-122.9,"3",79.6,"3","1","1",3098.91,301300
"49133","0","1",2005-12-31,"1",38.5,-122.9,"2",0,"2","2","1",11000,171000
"49135","0","1",2019-02-26,"0",38.5,-123,"3",0,"3","2","0",3000,27200
"49136","0","1",2006-01-01,"1",38.5,-122.9,"1",80.9,"1","2","0",18804.3,107600
"49138","0","1",1978-01-10,"0",38.5,-122.9,"2",0,"2","2","0",131.3,21000
"49140","0","1",2019-02-27,"0",38.4,-123.1,"3",0,"3","2","0",5536.89,272900
"49143","0","1",2004-02-18,"0",38.5,-123,"2",0,"2","2","1",7356.89,153500
"49146","0","1",2005-12-31,"0",38.5,-123,"2",0,"2","3","0",16600,16600
"49155","0","1",2003-12-30,"0",38.5,-123,"3",0,"3","1","0",433.1,179000
"49156","0","1",2005-12-31,"0",38.5,-123,"1",0,"2","2","0",15000,171600
"49157","0","1",2005-12-31,"1",38.5,-123,"1",0,"3","2","1",12169.25,59800
"49160","0","1",2005-12-31,"1",38.5,-122.9,"1",0,"3","2","1",1115.35,197200
"49161","0","1",2006-01-01,"1",38.5,-123,"2",40.6,"3","3","0",20000,20000
"49162","0","1",2005-12-31,"0",38.5,-123,"3",0,"3","2","0",16746.41,240000
"49164","0","1",2006-01-01,"0",38.5,-122.9,"1",0,"3","2","0",7210.72,350000
"49166","0","1",2008-01-03,"1",38.5,-123,"1",0,"3","2","0",5613.93,300000
"49184","0","1",1986-02-18,"0",38.5,-123.1,"2",0,"2","2","0",13364,37800
"49185","0","1",1995-01-09,"0",38.5,-123,"3",0,"1","2","0",13204.25,245000
"49186","0","1",1997-01-01,"0",38.5,-123,"3",0,"1","2","0",4069.98,245000
"49189","0","1",1995-01-10,"0",39.2,-122,"2",0,"2","1","0",2859.38,75400
"49191","0","1",1998-02-04,"0",39.2,-122,"2",0,"2","1","0",37.5,75400
"49192","0","1",1983-03-02,"0",39.2,-122,"2",0,"2","1","0",8700.17,45000
"49193","0","1",1983-03-02,"0",39.2,-122,"3",0,"3","2","0",7917.1,30000
"49196","0","1",1983-04-30,"0",38.5,-122.9,"2",0,"2","2","0",5000,41000
"49198","0","1",1986-02-16,"0",38.5,-123,"3",0,"3","2","0",10000,45000
"49200","0","1",1986-02-19,"0",39.2,-122,"2",0,"2","2","0",294.25,45000
"49201","0","1",1983-03-18,"0",39,-122,"3",0,"3","2","0",6198,45000
"49202","0","1",1986-02-19,"0",39,-122,"3",0,"3","2","0",956,45000
"49203","0","1",1986-02-18,"0",38.5,-123,"3",0,"3","2","0",22100,76600
"49204","0","1",1995-01-11,"0",39.4,-121.9,"2",0,"2","2","0",23945.3,170100
"49207","0","1",1995-01-08,"0",38.5,-122.9,"2",0,"2","2","0",2900,17200
"49209","0","1",1983-12-27,"0",39.2,-122,"2",0,"2","2","0",393.2,10000
"49210","0","1",1986-02-18,"0",39.4,-121.9,"2",0,"2","3","0",4529,100000
"49213","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","2","0",19950.2,70000
"49223","0","1",1986-02-17,"0",38.5,-123,"2",0,"2","2","0",8000,28000
"49226","0","1",1986-02-18,"0",38.5,-123.1,"2",0,"2","2","0",301.94,62200
"49228","0","1",1986-02-18,"0",39.2,-122,"1",0,"3","1","0",412.24,45000
"49229","0","1",1986-02-18,"0",39.2,-122,"2",0,"2","2","0",197.5,15000
"49230","0","1",1995-01-10,"0",38.5,-123,"3",0,"3","2","0",523.25,210600
"49232","0","1",1995-01-09,"0",38.5,-122.9,"3",0,"3","2","0",13400,75400
"49234","0","1",1986-02-15,"0",38.5,-123,"2",0,"2","2","0",5000,55000
"49236","0","1",1986-02-18,"0",38.5,-123,"3",0,"3","2","0",5500,5500
"49238","0","1",1983-12-24,"0",38.5,-123,"2",0,"1","1","0",5500,5500
"49239","0","1",1986-02-18,"0",38.5,-123,"3",0,"3","1","0",10000,45000
"49240","0","1",1983-12-14,"0",38.5,-123,"2",0,"2","3","0",20000,20000
"49241","0","1",1983-12-24,"0",38.5,-123,"2",0,"2","1","0",6254,10000
"49243","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",800,4900
"49244","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",5000,13100
"49245","0","1",1986-02-17,"0",38.5,-123,"3",0,"3","2","0",10000,18900
"49246","0","1",1983-12-24,"0",38.5,-123,"3",0,"3","1","0",309.9,25000
"49247","0","1",1984-11-22,"0",38.5,-123,"3",0,"3","1","0",144.4,25000
"49248","0","1",1983-12-24,"0",38.5,-123,"3",0,"3","2","0",11272.09,18000
"49249","0","1",1983-12-24,"0",38.5,-123,"3",0,"3","2","0",10000,20000
"49250","0","1",1995-01-06,"0",38.5,-122.9,"2",0,"2","3","0",70400,117200
"49251","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","2","0",5112.9,26100
"49252","0","1",1986-02-17,"0",38.5,-123,"2",0,"2","2","0",571.25,65000
"49256","0","1",1986-02-17,"0",38.5,-123,"2",0,"2","2","0",2500,7500
"49257","0","1",1995-01-08,"1",38.5,-123,"3",51,"3","2","1",555.71,49000
"49258","0","1",1997-01-01,"1",38.5,-123,"3",51,"3","2","1",263.7,49000
"49266","0","1",1995-01-08,"1",38.5,-123,"1",0,"1","2","1",16305.7,200000
"49267","0","1",1997-01-01,"1",38.5,-123,"1",0,"1","2","1",6979.47,200000
"49268","0","1",2006-01-01,"1",38.5,-123,"1",0,"1","2","1",6224.65,303900
"49269","0","1",1997-01-13,"0",38.5,-122.9,"3",0,"3","2","1",1380.64,127400
"49270","0","1",1986-02-17,"0",38.5,-123,"2",0,"2","2","0",5467.55,45000
"49271","0","1",1986-02-16,"0",38.5,-123,"2",0,"2","2","0",10000,45000
"49272","0","1",1986-02-18,"0",38.5,-123,"3",0,"3","2","0",9430,106000
"49273","0","1",1986-02-17,"0",38.5,-123,"2",0,"2","2","0",2000,63000
"49274","0","1",1986-02-15,"0",38.5,-123,"3",0,"3","2","0",21000,206000
"49275","0","1",1986-02-17,"0",38.5,-123,"3",0,"3","2","0",4000,21900
"49276","0","1",1986-02-18,"0",38.5,-123,"2",0,"3","1","0",27471.5,40000
"49277","0","1",1985-03-27,"0",38.5,-123,"3",0,"3","2","0",2111.5,10000
"49278","0","1",1986-02-18,"0",38.5,-123,"3",0,"3","2","0",10000,10000
"49282","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",24000,82400
"49283","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",20000,78400
"49285","0","1",1986-02-18,"0",38.5,-123,"3",0,"3","2","0",30000,80000
"49286","0","1",1987-02-13,"0",38.5,-123,"3",0,"3","2","0",7948,86500
"49287","0","1",1986-02-16,"0",38.5,-123,"3",0,"3","2","0",1683.6,23000
"49288","0","1",1986-02-16,"0",38.5,-123,"1",0,"3","2","0",15000,15000
"49297","0","1",1986-02-18,"0",38.5,-123,"3",0,"3","3","0",15000,55000
"49298","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","2","0",3000,13000
"49303","0","1",1995-01-08,"0",38.5,-123,"2",0,"2","2","0",7367.25,96300
"49305","0","1",1986-02-14,"0",38.5,-123,"2",0,"2","2","0",3576,113800
"49306","0","1",1986-02-18,"0",38.5,-123.1,"3",0,"3","2","0",744.5,64000
"49315","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","2","0",15000,105000
"49316","0","1",1995-01-10,"0",38.5,-123,"3",0,"3","3","0",9318.59,35300
"49317","0","1",1996-12-31,"0",38.5,-123,"3",0,"3","3","0",3867.41,39000
"49318","0","1",1986-02-17,"0",38.5,-123,"2",0,"3","3","0",10367.6,32000
"49320","0","1",1986-02-18,"0",38.5,-123.1,"2",0,"2","2","0",8029,55000
"49328","0","1",1986-02-18,"0",38.5,-123,"3",0,"3","3","0",10000,30000
"49329","0","1",1995-01-08,"0",38.5,-123,"3",0,"3","2","0",241.4,60300
"49331","0","1",1997-01-01,"0",38.5,-123,"3",0,"3","2","0",237,60300
"49332","0","1",1986-02-18,"0",38.5,-123,"3",0,"3","2","0",5900,29600
"49334","0","1",1986-02-18,"0",38.5,-123,"3",0,"3","2","0",2208.33,85000
"49337","0","1",1995-01-10,"0",38.5,-123,"3",0,"3","2","0",4751.07,245000
"49342","0","1",1986-02-17,"1",38.5,-123,"3",0,"3","1","0",10000,92700
"49349","0","1",1995-01-09,"0",38.5,-122.9,"2",0,"2","2","0",3000,102900
"49353","0","1",1995-01-08,"0",38.5,-122.9,"3",0,"3","2","0",15800,63100
"49354","0","1",1995-01-09,"0",38.5,-122.9,"2",0,"2","2","0",5900,100000
"49355","0","1",1997-01-01,"0",38.5,-122.9,"2",0,"2","2","0",10138.55,100000
"49356","0","1",1995-01-08,"1",38.5,-123,"2",0,"2","2","0",1869.32,17700
"49357","0","1",1995-01-10,"0",38.5,-122.9,"1",0,"3","2","1",9460.01,137000
"49359","0","1",1995-01-09,"0",38.5,-123,"2",0,"2","2","0",3513.5,45300
"49361","0","1",1995-01-08,"0",38.5,-123,"2",0,"2","2","0",14485.45,125000
"49363","0","1",1995-01-12,"0",38.5,-123,"2",0,"2","2","0",9298,20000
"49364","0","1",1995-01-08,"0",38.5,-123,"1",0,"3","2","1",2424.38,120000
"49366","0","1",1995-01-08,"0",38.5,-123,"3",0,"3","2","0",3366.94,64500
"49370","0","1",2006-01-01,"0",38.5,-123,"1",0,"3","2","0",1386,119800
"49371","0","1",1995-01-08,"0",38.5,-123,"3",0,"3","3","0",10500,65500
"49373","0","1",1995-01-10,"0",38.5,-123,"2",0,"2","2","0",14800,140000
"49374","0","1",1997-01-01,"0",38.5,-123,"2",0,"2","2","0",8031.96,167300
"49375","0","1",1995-01-08,"0",38.5,-123,"2",0,"2","2","0",2503.38,85400
"49376","0","1",1997-01-01,"0",38.5,-123,"2",0,"2","2","0",790,102000
"49377","0","1",1995-01-08,"1",38.5,-122.9,"3",0,"3","2","0",10200,86900
"49378","0","1",1998-02-02,"0",38.3,-122.4,"2",0,"2","3","0",2600,49200
"49380","0","1",1995-01-08,"1",38.4,-122.8,"2",66.4,"2","2","0",7306.9,154300
"49385","0","1",1978-01-17,"0",38.5,-123,"1",0,"3","2","0",488.63,21000
"49389","0","1",1986-02-17,"0",38.5,-122.9,"2",0,"2","2","0",1300,33500
"49390","0","1",1986-02-18,"0",38.5,-123,"3",0,"1","3","0",5000,10300
"49391","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","3","0",689.31,5400
"49393","0","1",1981-12-20,"0",38.5,-123,"2",0,"2","3","0",647,5400
"49394","0","1",1980-01-13,"0",38.5,-123,"2",0,"2","3","0",498,5100
"49395","0","1",1978-01-16,"0",38.5,-123,"2",0,"2","3","0",1232.25,4800
"49396","0","1",1986-02-14,"0",37.6,-122.5,"2",0,"2","2","0",6200,52800
"49402","0","1",1986-02-14,"0",38.5,-123,"2",0,"2","3","0",22100,39400
"49403","0","1",1983-12-25,"0",38.5,-123,"2",0,"2","3","0",22100,39400
"49404","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","3","0",1016,36700
"49406","0","1",1982-03-31,"0",38.5,-123,"2",0,"2","3","0",2682,36700
"49408","0","1",1981-12-19,"0",38.5,-123,"2",0,"2","3","0",21000,36700
"49410","0","1",1983-01-27,"0",38.6,-122.8,"1",0,"3","2","0",5477.1,49000
"49411","0","1",1986-02-16,"0",38.5,-123,"2",0,"2","2","0",2400,24400
"49412","0","1",1986-02-18,"0",38.5,-123,"1",0,"3","2","0",16800,40500
"49413","0","1",1981-12-19,"0",38.5,-123,"1",0,"3","2","0",2148.85,24600
"49414","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",2100,5800
"49415","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","3","0",757.22,5400
"49416","0","1",1982-02-16,"0",38.5,-123,"2",0,"2","3","0",136,5400
"49419","0","1",1986-02-14,"0",38.5,-122.9,"2",0,"2","2","0",11000,57600
"49421","0","1",1982-01-04,"0",38.5,-122.9,"2",0,"2","2","0",162.5,38700
"49424","0","1",1986-02-14,"0",38.5,-123,"2",0,"2","2","0",3993,24600
"49426","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","3","0",267.44,5400
"49428","0","1",1980-01-13,"0",38.5,-123,"2",0,"2","3","0",92,5100
"49429","0","1",1978-01-16,"0",38.5,-123,"2",0,"2","3","0",2000,4800
"49430","0","1",1986-02-20,"0",38.5,-123,"1",0,"3","2","0",10000,45000
"49433","0","1",1986-02-17,"0",38.5,-122.9,"2",0,"2","2","0",5000,21500
"49437","0","1",1986-02-18,"0",39.4,-121.9,"2",0,"2","2","0",191.2,45000
"49439","0","1",1986-02-16,"0",37.8,-122.5,"2",0,"2","2","0",3400,14100
"49440","0","1",1986-02-14,"0",38.4,-122.5,"2",0,"2","2","0",2400,8500
"49444","0","1",1986-02-16,"0",38.5,-123,"3",0,"1","1","0",10000,45000
"49445","0","1",1983-12-24,"0",38.5,-123,"3",0,"1","1","0",2445,45000
"49447","0","1",1983-01-27,"0",38.5,-123,"3",0,"1","1","0",3196,45000
"49448","0","1",1982-02-15,"0",38.5,-123,"3",0,"1","1","0",1415,45000
"49449","0","1",1982-01-04,"0",38.5,-123,"3",0,"1","1","0",1811.65,45000
"49450","0","1",1986-02-19,"0",37.8,-122.5,"2",0,"2","2","0",6500,46800
"49454","0","1",1986-02-13,"0",38.5,-123,"2",0,"2","3","0",5042.31,23000
"49456","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","3","0",1926.5,23000
"49457","0","1",1981-12-20,"0",38.5,-123,"2",0,"2","3","0",1719.9,6000
"49462","0","1",1995-01-10,"0",38.5,-123,"2",0,"2","2","0",4200,181300
"49464","0","1",1995-01-08,"0",38.5,-123,"3",0,"1","3","0",82829.5,231300
"49466","0","1",1995-01-09,"1",38.5,-123,"3",0,"3","2","1",888.34,124500
"49467","0","1",1997-01-01,"1",38.5,-123,"3",0,"3","2","1",1027.55,124500
"49468","0","1",1995-01-09,"0",38.5,-122.9,"2",0,"2","2","0",6280,45000
"49469","0","1",1995-01-09,"0",38.5,-123,"1",0,"3","2","0",2396.5,157800
"49470","0","1",1997-01-02,"0",38.5,-123,"1",0,"3","2","0",313.25,172900
"49471","0","1",1993-01-18,"0",38.5,-123,"1",0,"3","2","0",797.5,128500
"49473","0","1",1995-01-09,"0",38.5,-123,"2",0,"2","2","0",4785,60000
"49479","0","1",1995-01-12,"0",38.5,-123,"1",0,"3","2","0",7400,62400
"49480","0","1",2005-12-31,"0",38.5,-123,"1",0,"3","2","0",930,68300
"49481","0","1",2019-02-28,"0",38.5,-123,"1",0,"3","2","0",8200,74800
"49482","0","1",1995-01-10,"0",38.5,-123,"1",0,"3","2","0",1900,14800
"49485","0","1",1995-01-11,"0",39,-122,"3",0,"3","2","0",13320.75,137500
"49486","0","1",1998-02-04,"0",39,-122,"3",0,"3","2","0",6660.9,150600
"49491","0","1",1995-01-10,"0",38.5,-123,"1",0,"3","2","0",12704.34,132000
"49492","0","1",1997-01-01,"0",38.5,-123,"1",0,"3","2","0",4055.46,144300
"49497","0","1",1995-01-09,"0",38.5,-123,"2",0,"2","2","0",1348.69,85500
"49498","0","1",1995-01-09,"0",38.5,-123,"2",0,"3","1","0",1896.5,50000
"49499","0","1",1995-01-11,"1",38.5,-122.9,"2",0,"2","2","1",9963.5,45000
"49500","0","1",1997-01-01,"1",38.5,-122.9,"2",0,"2","2","1",671.81,55000
"49501","0","1",1995-01-10,"0",38.5,-123,"2",0,"2","3","0",52800,52800
"49502","0","1",1995-01-08,"0",38.5,-123,"3",0,"3","1","1",52091.01,222000
"49511","0","1",1995-01-08,"1",38.5,-122.9,"1",0,"3","2","0",13001,115000
"49513","0","1",1995-01-08,"0",38.5,-123,"2",0,"2","2","0",15513.89,36500
"49515","0","1",1995-01-10,"1",38.5,-123,"3",62.7,"3","2","1",16301,131300
"49516","0","1",1997-01-01,"1",38.5,-123,"3",62.7,"3","2","1",2819.75,157200
"49519","0","1",1995-01-09,"0",38.5,-122.9,"2",0,"2","2","0",22100,88100
"49520","0","1",1995-01-09,"1",38.4,-123,"1",0,"3","2","0",2285,62000
"49523","0","1",1997-01-01,"0",38.5,-122.9,"2",0,"2","2","1",3626.67,74100
"49526","0","1",1995-01-10,"0",38.4,-123.1,"2",0,"2","2","0",1330.54,107600
"49528","0","1",1995-01-09,"0",38.5,-123.1,"2",0,"2","2","0",11000,127200
"49530","0","1",1993-01-20,"0",38.5,-123,"3",0,"3","2","1",1069.1,50000
"49531","0","1",1995-01-09,"0",38.5,-123,"3",0,"3","2","1",15000,50000
"49533","0","1",1995-03-09,"0",38.5,-123,"3",0,"3","2","1",1163.25,50000
"49553","0","1",1995-01-10,"0",39.2,-122,"2",0,"2","2","1",1991.4,160100
"49555","0","1",1998-02-04,"0",39.2,-122,"2",0,"2","2","1",1823.81,173500
"49565","0","1",1997-01-01,"1",38.5,-122.9,"1",0,"3","2","1",5600,145600
"49566","0","1",1995-01-12,"0",38.5,-122.9,"2",0,"2","3","0",2501.86,24900
"49567","0","1",1996-12-31,"0",38.5,-122.9,"2",0,"2","3","0",500,24900
"49569","0","1",1993-01-20,"0",38.5,-122.9,"2",0,"2","3","0",212.5,20000
"49570","0","1",1995-01-09,"0",38.5,-122.9,"2",0,"2","3","0",268.39,21800
"49572","0","1",1995-01-09,"0",38.5,-122.9,"2",0,"2","3","0",2583.06,7500
"49573","0","1",1996-12-31,"0",38.5,-122.9,"2",0,"2","3","0",2468,7500
"49574","0","1",1995-01-09,"1",38.5,-122.9,"3",0,"3","2","0",3099.31,43800
"49575","0","1",1995-01-10,"0",38.5,-123,"2",0,"2","2","0",4000,46900
"49577","0","1",1995-01-10,"0",38.5,-123,"2",0,"2","2","0",3100,82200
"49578","0","1",1997-01-03,"0",38.5,-123,"2",0,"2","2","0",502,90300
"49582","0","1",1995-01-09,"0",38.5,-122.9,"1",0,"3","2","0",9722.5,87300
"49584","0","1",1995-01-09,"0",38.5,-122.9,"3",0,"3","2","0",6279.86,87700
"49585","0","1",1997-01-01,"0",38.5,-123,"1",0,"1","2","0",2004.84,45000
